fda_Sponsor,fda_ApplicationNumber,fda_SubmissionDates,fda_BrandNames,fda_GenericNames,fda_Substances,ct_Sponsor,ct_NCTId,ct_LastUpdateDate,ct_Phases,ct_InterventionName,ct_OtherNames
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00097968,2010-07-12,PHASE3,everolimus,
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01594268,2017-03-21,PHASE4,Everolimus,
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01491672,2016-06-06,PHASE2,RAD001,Everolimus
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01169701,2015-12-07,PHASE4,Everolimus,Certican®
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00267189,2011-04-13,PHASE3,Everolimus,"Certican, RAD001, Neoral®/Prograf®"
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01017029,2015-01-12,PHASE4,Everolimus,
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01035229,2016-09-22,PHASE3,Everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00124280,2016-11-18,PHASE2,RAD001,Everolimus
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01596062,2014-07-25,PHASE2,Certican®,Everolimus
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00377962,2020-07-30,PHASE4,Everolimus,Certican
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00965094,2014-08-15,PHASE4,Everolimus,Certican
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01743560,2019-07-18,PHASE4,RAD001,Everolimus
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00170820,2017-02-27,PHASE4,Everolimus,
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00634920,2014-08-13,PHASE4,everolimus,Certican
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00434174,2020-12-21,PHASE1,Everolimus,"RAD001, Affinitor"
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00300274,2012-08-16,PHASE3,everolimus,"Zortress®, Certican®"
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00466466,2020-12-21,PHASE1,Everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01843348,2017-05-01,PHASE3,Everolimus,Certican
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01404325,2019-03-14,PHASE3,Everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01275222,2021-06-25,"PHASE1, PHASE2",RAD001,everolimus
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00332839,2014-08-28,PHASE4,Everolimus,"RAD001, Certican"
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00093639,2013-05-01,"PHASE1, PHASE2",everolimus,
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00560963,2020-12-21,"PHASE1, PHASE2",everolimus,
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00767819,2019-04-01,PHASE2,Everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01698918,2023-05-03,PHASE2,Everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00790036,2017-07-12,PHASE3,Everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT02842749,2024-03-15,PHASE4,everolimus,
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01854606,2020-12-19,PHASE1,Everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01007942,2017-04-05,PHASE3,everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01231659,2021-03-26,PHASE2,Everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00107237,2013-06-12,"PHASE1, PHASE2",everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT05252585,2024-10-21,PHASE4,Everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00412061,2014-11-21,PHASE3,Everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01524783,2021-08-05,PHASE3,Everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01374451,2016-12-20,PHASE2,Everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01563354,2021-04-02,PHASE2,Everolimus,RAD001
NOVARTIS,NDA021560,20100420,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT02077933,2020-12-08,PHASE1,everolimus,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00940602,2020-11-23,PHASE2,Deferasirox,"ICL670, Exjade®"
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00171821,2020-02-11,PHASE3,Deferasirox,ICL670
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00600938,2014-08-27,PHASE2,Deferasirox,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT01724138,2017-04-20,PHASE4,Deferasirox,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00171210,2011-05-30,PHASE3,Deferasirox,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00171301,2011-08-31,PHASE4,Deferasirox,Exjade
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00654589,2016-11-17,PHASE4,Deferasirox,ICL670
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00303329,2011-05-09,PHASE2,Deferasirox,ICL670
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT01818726,2019-08-16,PHASE4,ICL670,Deferasirox
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT02069886,2017-04-20,PHASE4,deferasirox,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00061763,2017-08-22,PHASE2,Deferasirox,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT01335035,2012-05-01,PHASE4,deferasirox,ICL670
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT01948817,2017-04-20,PHASE2,Deferasirox,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00873041,2013-07-09,PHASE2,deferasirox,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT02663752,2018-08-23,PHASE2,Deferasirox,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00845871,2021-07-20,PHASE4,deferasirox:,"Exjade, Deferasirox"
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00379483,2015-03-19,PHASE2,Deferasirox,ICL670
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT03372083,2020-08-25,PHASE4,Deferasirox,ICL670
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT01033747,2011-08-11,"PHASE2, PHASE3",Deferasirox,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT01033747,2011-08-11,"PHASE2, PHASE3",Deferasirox,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT01250951,2016-12-12,PHASE4,Deferasirox,ICL670
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT01709838,2019-10-02,PHASE4,deferasirox,ICL670
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00061750,2012-04-19,PHASE3,ICL670,Deferasirox
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT01394029,2016-02-02,,deferasirox,ICL670
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00067080,2017-08-22,PHASE2,"ICL670, deferoxamine",deferasirox
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00235391,2011-06-07,PHASE3,Deferasirox,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00432627,2020-12-09,PHASE1,Deferasirox,ICL670
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00560820,2020-12-09,PHASE1,Deferasirox,ICL670
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00110266,2021-08-16,PHASE2,Deferasirox,"ICL670A, chelator, desferal, iron chelation"
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00466063,2015-12-29,,Deferasirox,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00390858,2017-03-20,PHASE2,Deferasirox,ICL670
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00564941,2017-02-24,PHASE4,deferasirox,ICL670
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT01459718,2019-10-23,PHASE2,Deferasirox,"ICL670, Exjade"
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT02720536,2020-03-03,PHASE3,Deferasirox,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00879242,2016-12-12,PHASE2,Deferasirox,
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT00117507,2021-06-24,PHASE4,Deferasirox,"Chelator, Iron chelator"
NOVARTIS,NDA021882,20051102,,['DEFERASIROX'],[],Novartis Pharmaceuticals,NCT01326845,2017-03-03,PHASE4,Deferasirox,ICL670
NOVARTIS,BLA103764,19980512,,['BASILIXIMAB'],[],Novartis Pharmaceuticals,NCT01079143,2014-03-18,PHASE3,Simulect®,basiliximab
NOVARTIS,BLA103764,19980512,,['BASILIXIMAB'],[],Novartis Pharmaceuticals,NCT00514514,2017-01-18,PHASE3,Simulect®,Basiliximab
NOVARTIS,BLA103764,19980512,,['BASILIXIMAB'],[],Novartis Pharmaceuticals,NCT00378014,2015-02-06,PHASE3,basiliximab,simulect
NOVARTIS,BLA103764,19980512,,['BASILIXIMAB'],[],Novartis Pharmaceuticals,NCT00149994,2011-04-12,PHASE4,Basiliximab,
NOVARTIS,BLA103764,19980512,,['BASILIXIMAB'],[],Novartis Pharmaceuticals,NCT01625377,2016-04-27,PHASE3,Basiliximab,Simulect®
NOVARTIS,BLA103764,19980512,,['BASILIXIMAB'],[],Novartis Pharmaceuticals,NCT01596062,2014-07-25,PHASE2,Simulect®,Basiliximab
NOVARTIS,BLA103764,19980512,,['BASILIXIMAB'],[],Novartis Pharmaceuticals,NCT00965094,2014-08-15,PHASE4,Basiliximab,Simulect
NOVARTIS,BLA103764,19980512,,['BASILIXIMAB'],[],Novartis Pharmaceuticals,NCT00634920,2014-08-13,PHASE4,Basiliximab,Simulect
NOVARTIS,BLA103764,19980512,,['BASILIXIMAB'],[],Novartis Pharmaceuticals,NCT01843348,2017-05-01,PHASE3,Simulect,Basiliximab
NOVARTIS,BLA103764,19980512,,['BASILIXIMAB'],[],Novartis Pharmaceuticals,NCT00956293,2014-06-06,PHASE4,Basiliximab,Simulect
ABBVIE,NDA202811,20120830,,['LINACLOTIDE'],[],AbbVie,NCT04026113,2024-11-26,PHASE3,Linaclotide,
ABBVIE,NDA202811,20120830,,['LINACLOTIDE'],[],AbbVie,NCT05652205,2024-12-09,PHASE3,Linaclotide,
ABBVIE,NDA202811,20120830,,['LINACLOTIDE'],[],AbbVie,NCT05760313,2024-12-10,PHASE2,Linaclotide,Linzess
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01086384,2018-01-24,PHASE3,Fluticasone furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01431950,2017-01-09,PHASE3,fluticasone furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01159912,2017-11-09,PHASE3,Fluticasone furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT02064504,2017-05-15,PHASE1,Fluticasone furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01563029,2017-05-30,PHASE2,Fluticasone Furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01313676,2018-08-06,PHASE3,fluticasone furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT00398476,2018-03-01,PHASE3,fluticasone furoate (FF),"fluticasone furoate, fluticasone propionate"
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01622231,2017-01-09,PHASE3,Fluticasone furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT00115622,2016-09-01,PHASE3,fluticasone furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT02446418,2019-01-14,PHASE3,Fluticasone Furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT00502775,2016-12-09,PHASE4,"fluticasone furoate, fexofenadine","fluticasone furoate, fexofenadine"
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01691885,2016-10-27,PHASE3,Fluticasone Furoate,RELOVAIR®
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT02889809,2024-01-17,PHASE4,Fluticasone furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01453023,2017-01-11,PHASE2,Fluticasone Furoate,FF
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01128595,2017-01-18,PHASE2,Fluticasone Furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01128569,2017-01-18,PHASE2,Fluticasone Furoate,FF
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01332292,2017-03-23,PHASE2,Fluticasone furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT03363191,2018-01-29,PHASE4,Fluticasone Furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01199757,2017-08-14,,Fluticasone furoate,AVAMYS™
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01630135,2017-01-11,PHASE3,Fluticasone furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01299558,2017-06-12,PHASE1,fluticasone furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT02502734,2017-11-17,PHASE3,Fluticasone furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT00519636,2016-12-09,PHASE4,FPNS,"fluticasone propionate, fluticasone furoate"
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT00539006,2016-12-09,PHASE4,FPNS,"fluticasone propionate, fluticasone furoate"
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT03012061,2020-10-28,PHASE2,Fluticasone Furoate,
GLAXOSMITHKLINE,NDA205625,20150320,,['FLUTICASONE FUROATE'],[],GlaxoSmithKline,NCT01000597,2017-06-22,PHASE1,fluticasone furoate,
AMGEN INC,NDA206143,20150415,,['IVABRADINE'],[],Amgen,NCT03456856,2021-10-28,PHASE4,Ivabradine,Corlanor®
AMGEN INC,NDA206143,20150415,,['IVABRADINE'],[],Amgen,NCT03619187,2018-11-19,PHASE3,Ivabradine,Corlanor
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00259064,2016-06-02,"PHASE2, PHASE3",Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00608868,2012-09-28,PHASE4,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00239304,2007-12-18,"PHASE1, PHASE2",Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00255489,2011-01-25,PHASE1,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00333294,2007-12-19,PHASE2,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00344773,2010-06-29,PHASE2,Gefitinib,"ZD1839, IRESSA"
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00006048,2013-12-19,PHASE3,gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00077025,2014-07-16,PHASE2,Gefitinib,IRESSA
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT01203917,2017-01-02,PHASE4,Gefitinib,IRESSA™
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00265070,2013-02-05,PHASE2,Gefitinib,"Iressa®, ZD1839"
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00241475,2009-04-23,PHASE2,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00536107,2013-10-01,PHASE4,Gefitinib,IRESSA
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00770588,2016-02-08,PHASE4,Gefitinib,Iressa
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00228488,2007-12-19,PHASE2,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT02179671,2019-08-02,PHASE2,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00252811,2011-01-28,PHASE2,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00256711,2009-04-23,PHASE2,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00229697,2015-10-05,PHASE2,Gefitinib,Iressa
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00264498,2009-08-03,PHASE2,Gefitinib,"IRESSA, ZD1839"
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT01544179,2020-09-25,PHASE3,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00239343,2011-01-27,PHASE2,gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00247481,2009-04-23,PHASE2,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT03944772,2024-07-17,PHASE2,Gefitinib,Iressa
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00242801,2009-04-23,PHASE3,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00681967,2010-09-23,PHASE1,Gefitinib,IRESSA (TM)
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00681967,2010-09-23,PHASE1,Gefitinib,IRESSA (TM)
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00127829,2009-04-23,PHASE1,Gefitinib,IRESSA®
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00255476,2009-04-23,PHASE2,gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00246974,2008-10-15,PHASE2,Gefitinib,"Iressa, ZD1839"
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00637026,2009-04-23,PHASE2,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00255463,2009-04-23,PHASE2,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00234416,2009-04-23,"PHASE1, PHASE2",Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00357734,2016-08-30,PHASE3,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00206219,2011-01-27,PHASE3,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00319618,2007-12-18,PHASE2,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00478049,2012-06-06,PHASE3,Gefitinib,"ZD1839, IRESSA"
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00006049,2013-12-19,PHASE3,gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00322452,2013-11-07,PHASE3,Gefitinib,"Iressa, ZD1839"
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00635856,2009-04-23,PHASE2,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00076388,2011-05-13,PHASE3,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00298688,2008-06-12,PHASE2,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00238797,2011-01-21,PHASE2,Gefitinib,
ASTRAZENECA,NDA206995,20150713,,['GEFITINIB'],[],AstraZeneca,NCT00252798,2007-12-19,PHASE1,Gefitinib,
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT00819221,2022-08-30,PHASE1,AZD2281,Olaparib
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT00516438,2010-12-08,PHASE1,KU-0059436 (AZD2281)(PARP inhibitor),Olaparib
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT02032823,2024-08-23,PHASE3,Olaparib,Lynparza
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT04239014,2021-03-10,PHASE2,Olaparib,AZD2281
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT02184195,2023-09-13,PHASE3,Olaparib,
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT02184195,2023-09-13,PHASE3,Olaparib,
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT02511795,2019-11-07,PHASE1,Olaparib,
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT03459846,2024-11-21,PHASE2,Olaparib,
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT02476968,2022-09-10,PHASE4,Olaparib,Lynparza
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT00710268,2015-01-14,PHASE1,AZD2281,Olaparib
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT02734004,2024-12-02,"PHASE1, PHASE2",Olaparib,
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT04330040,2022-10-31,PHASE4,Olaparib,
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT03732820,2024-10-08,PHASE3,olaparib,Lynparza
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT01851265,2017-08-28,PHASE1,Olaparib,
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT00515866,2013-12-20,PHASE1,KU-0059436 (AZD2281)(PARP inhibitor),Olaparib
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT05457257,2024-11-12,PHASE4,olaparib,Lynparza
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT02000622,2024-10-01,PHASE3,Olaparib,
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT03775486,2024-07-29,PHASE2,Olaparib,AZD2281 (Olaparib)
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT04421963,2024-11-27,PHASE3,Olaparib,
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT05171816,2024-09-19,PHASE3,olaparib,Lynparza
ASTRAZENECA,NDA208558,20170817,,['OLAPARIB'],[],AstraZeneca,NCT00516724,2024-05-10,PHASE1,KU-0059436 (AZD2281)(PARP inhibitor),Olaparib
