nct_id,brief_title,sponsor_name,phases,has_results,overall_status,primary_completion_date,study_first_post_date,url,clean_primary_completion_date,is_phase4
NCT03711279,A Study of SHR-1210 Plus Apatinib in Patients With Soft Tissue Sarcoma,"Jiangsu HengRui Medicine Co., Ltd.",['PHASE2'],True,TERMINATED,2021-06-21,2018-10-18,https://clinicaltrials.gov/study/NCT03711279,2021-06-21,0
NCT01263379,Gene Transfer for Recessive Dystrophic Epidermolysis Bullosa,"Abeona Therapeutics, Inc","['PHASE1', 'PHASE2']",True,COMPLETED,2022-03-09,2010-12-20,https://clinicaltrials.gov/study/NCT01263379,2022-03-09,0
NCT04188379,A Study to Assess the Efficacy and Safety of Efgartigimod in Adult Patients With Primary Immune Thrombocytopenia (ITP).,argenx,['PHASE3'],False,COMPLETED,2022-02-03,2019-12-05,https://clinicaltrials.gov/study/NCT04188379,2022-02-03,0
NCT03304379,Study to Determine the Safety and the Efficacy of Fasinumab Compared to Placebo and Nonsteroidal Anti-inflammatory Drugs (NSAIDs) for Treatment of Adults With Pain From Osteoarthritis of the Knee or Hip,Regeneron Pharmaceuticals,['PHASE3'],True,COMPLETED,2019-12-13,2017-10-09,https://clinicaltrials.gov/study/NCT03304379,2019-12-13,0
NCT01324479,Study of INC280 in Patients With c-MET Dependent Advanced Solid Tumors,Novartis Pharmaceuticals,['PHASE1'],False,COMPLETED,2017-07-04,2011-03-29,https://clinicaltrials.gov/study/NCT01324479,2017-07-04,0
NCT04955379,Study in Pediatric Volunteers of a Handheld Device Versus a Standard Diagnostic Device in Ophthalmic Refraction,EyeQue Corp.,['NA'],False,RECRUITING,2023-07-31,2021-07-08,https://clinicaltrials.gov/study/NCT04955379,2023-07-31,0
NCT03759379,HELIOS-A: A Study of Vutrisiran (ALN-TTRSC02) in Patients With Hereditary Transthyretin Amyloidosis (hATTR Amyloidosis),Alnylam Pharmaceuticals,['PHASE3'],True,ACTIVE_NOT_RECRUITING,2020-11-10,2018-11-30,https://clinicaltrials.gov/study/NCT03759379,2020-11-10,0
NCT04960579,P-BCMA-ALLO1 Allogeneic CAR-T Cells in the Treatment of Subjects With Multiple Myeloma,"Poseida Therapeutics, Inc.",['PHASE1'],False,RECRUITING,2027-12,2021-07-14,https://clinicaltrials.gov/study/NCT04960579,2027-12-01,0
NCT02953379,Efficacy and Safety of the Mometasone Nasal Gel in the Treatment of Persistent Allergic Rhinitis,EMS,['PHASE3'],False,WITHDRAWN,2019-12,2016-11-02,https://clinicaltrials.gov/study/NCT02953379,2019-12-01,0
NCT06684379,Study on Safety and Efficacy of Two Doses of PRS CK STORM in the Prevention of COVID-19-Associated Cytokine Storm,PEACHES BIOTECH,"['PHASE1', 'PHASE2']",False,RECRUITING,2026-10-02,2024-11-12,https://clinicaltrials.gov/study/NCT06684379,2026-10-02,0
NCT06212479,An Observational Study On TheAccuracy Of Whole-Body Magnetic Resonance Imaging (Wb-Mri) ScreeningTo Predict Clinically Significant Diagnoses In General Population Subjects Interested In Proactive And Advanced General Preventive Healthcare.,Hercules,Unknown,False,RECRUITING,2034-01,2024-01-18,https://clinicaltrials.gov/study/NCT06212479,2034-01-01,0
NCT05779579,Study of HS-10517 in Chinese Adult Participants,"Jiangsu Hansoh Pharmaceutical Co., Ltd.","['PHASE1', 'PHASE2']",False,RECRUITING,2023-05-31,2023-03-22,https://clinicaltrials.gov/study/NCT05779579,2023-05-31,0
NCT01555879,Real-world Clinical Efficacy of Abatacept in the T3 Data Registry,Arthritis Northwest PLLC,Unknown,False,COMPLETED,2016-11,2012-03-16,https://clinicaltrials.gov/study/NCT01555879,2016-11-01,0
NCT05123079,Relative Bioavailability and Food Effect Following Single Oral Dose of Darigabat Tablet Formulations in Healthy Participants,"Cerevel Therapeutics, LLC",['PHASE1'],False,COMPLETED,2021-11-21,2021-11-17,https://clinicaltrials.gov/study/NCT05123079,2021-11-21,0
NCT01904279,A Study of Subcutaneously (SC) Administered Tocilizumab (TCZ) in Participants With Polyarticular-Course Juvenile Idiopathic Arthritis (pJIA),Hoffmann-La Roche,['PHASE1'],True,COMPLETED,2016-05,2013-07-22,https://clinicaltrials.gov/study/NCT01904279,2016-05-01,0
NCT03238079,Study of PlasmaCap IG in Adults and Children With PIDD,Therapure Biopharma Inc,['PHASE3'],False,UNKNOWN,2020-08-25,2017-08-03,https://clinicaltrials.gov/study/NCT03238079,2020-08-25,0
NCT06473779,Open-label Study to Assess Reduction of Background Asthma Medication While Sustaining Asthma Control and Clinical Remission With Tezepelumab in Patients 12-80yrs With Severe Asthma.,AstraZeneca,['PHASE3'],False,RECRUITING,2027-06-30,2024-06-25,https://clinicaltrials.gov/study/NCT06473779,2027-06-30,0
NCT05051579,A Study of LY3502970 in Participants With Obesity or Overweight With Weight-related Comorbidities,Eli Lilly and Company,['PHASE2'],True,COMPLETED,2022-08-25,2021-09-21,https://clinicaltrials.gov/study/NCT05051579,2022-08-25,0
NCT03921879,Safety and Efficacy of OT-82 in Participants With Relapsed or Refractory Lymphoma,"Oncotartis, Inc.",['PHASE1'],False,UNKNOWN,2021-04,2019-04-19,https://clinicaltrials.gov/study/NCT03921879,2021-04-01,0
NCT01723579,Efficacy and Safety of Oral NOMAC-E2 in Indian Women (P07057/MK-8175A-017),Organon and Co,['PHASE3'],False,WITHDRAWN,2015-05,2012-11-08,https://clinicaltrials.gov/study/NCT01723579,2015-05-01,0
NCT02344979,The Study of rHuTPO/rHuIL-11 in the Treatment for Chemotherapy-induced Thrombocytopenia in Patients With NSCLC,"Shenyang Sunshine Pharmaceutical Co., LTD.",Unknown,False,UNKNOWN,2015-06,2015-01-26,https://clinicaltrials.gov/study/NCT02344979,2015-06-01,0
NCT01264679,A Trial of Ferumoxytol for the Episodic Treatment of Iron Deficiency Anemia in Pediatric Participants With Chronic Kidney Disease,"AMAG Pharmaceuticals, Inc.",['PHASE3'],True,TERMINATED,2015-04-24,2010-12-22,https://clinicaltrials.gov/study/NCT01264679,2015-04-24,0
NCT04795479,T/QT Study to Investigate the Effect of Relacorilant on Cardiac Repolarization in Healthy Volunteers,Corcept Therapeutics,['PHASE1'],False,COMPLETED,2021-05-17,2021-03-12,https://clinicaltrials.gov/study/NCT04795479,2021-05-17,0
NCT02684279,Dasotraline Binge Eating Disorder Extension Study,"Sumitomo Pharma America, Inc.",['PHASE3'],True,COMPLETED,2019-06-24,2016-02-17,https://clinicaltrials.gov/study/NCT02684279,2019-06-24,0
NCT06316479,Safety and Performance of PTMC Dermal Filler,Aqpha Medical B.V.,['NA'],False,NOT_YET_RECRUITING,2024-12,2024-03-18,https://clinicaltrials.gov/study/NCT06316479,2024-12-01,0
NCT04770779,A Study Evaluating the Efficacy and Safety of Mitapivat in Participants With Transfusion-Dependent Alpha- or Beta-Thalassemia (α- or β-TDT),"Agios Pharmaceuticals, Inc.",['PHASE3'],False,ACTIVE_NOT_RECRUITING,2024-04-11,2021-02-25,https://clinicaltrials.gov/study/NCT04770779,2024-04-11,0
NCT04963179,PREvention of Intrauterine Adhesion After Adhesiolysis With Novel Tri-block deGradable Polymer Film.,Womed,['NA'],False,ACTIVE_NOT_RECRUITING,2023-11-11,2021-07-15,https://clinicaltrials.gov/study/NCT04963179,2023-11-11,0
NCT03618979,A Trial Comparing Three Orthobiologic Therapies on Atrophied Multifidus Muscles in Patients With Low Back Pain,"Regenexx, LLC",['NA'],False,TERMINATED,2022-06-29,2018-08-07,https://clinicaltrials.gov/study/NCT03618979,2022-06-29,0
NCT05003479,"Clinical Trial of SARS-CoV-2 Vaccine (Vero Cells), Inactivated in Healthy Population Aged 3 to 17 Years(COVID-19)","Shenzhen Kangtai Biological Products Co., LTD",['PHASE1'],False,UNKNOWN,2022-09,2021-08-12,https://clinicaltrials.gov/study/NCT05003479,2022-09-01,0
NCT02582879,informCLL™: A Disease Registry for Patients With Chronic Lymphocytic Leukemia,Pharmacyclics LLC.,Unknown,False,COMPLETED,2021-07-21,2015-10-21,https://clinicaltrials.gov/study/NCT02582879,2021-07-21,0
NCT03898479,Extension Study to Evaluate Safety and Efficacy of CTP-543 in Adults With Alopecia Areata,Concert Pharmaceuticals,"['PHASE2', 'PHASE3']",False,ACTIVE_NOT_RECRUITING,2025-05,2019-04-02,https://clinicaltrials.gov/study/NCT03898479,2025-05-01,0
NCT06148779,Can Digitally Delivered First-line Osteoarthritis Treatment Improve Equal Access to Care,Joint Academy,Unknown,False,RECRUITING,2025-06-30,2023-11-28,https://clinicaltrials.gov/study/NCT06148779,2025-06-30,0
NCT06590779,Benefits of a Cosmetic Anti-hair Loss in Males With Hair Loss,Cosmetique Active International,['NA'],False,NOT_YET_RECRUITING,2025-12-02,2024-09-19,https://clinicaltrials.gov/study/NCT06590779,2025-12-02,0
NCT02071979,Registry Trial of the Effectiveness of Platelet Rich Plasma for Chronic Non-Healing Wounds,"Arteriocyte, Inc.",['NA'],False,TERMINATED,2018-01,2014-02-26,https://clinicaltrials.gov/study/NCT02071979,2018-01-01,0
NCT01770379,Secukinumab Efficacy and Safety Study in Patients With Rheumatoid Arthritis and Inadequate Response to Anti-TNFα Agents.,Novartis Pharmaceuticals,['PHASE3'],True,TERMINATED,2015-05,2013-01-17,https://clinicaltrials.gov/study/NCT01770379,2015-05-01,0
NCT05515679,The BRAIN App: Building Relationships Using Artificial Intelligence and Nostalgia,Hopeful Aging,['NA'],True,COMPLETED,2022-12-15,2022-08-25,https://clinicaltrials.gov/study/NCT05515679,2022-12-15,0
NCT00966979,Triathlon® Partial Knee Replacement (PKR) Outcomes Study,Stryker Orthopaedics,['NA'],True,TERMINATED,2022-09,2009-08-27,https://clinicaltrials.gov/study/NCT00966979,2022-09-01,0
NCT06021379,AryoTrust® (Trastuzumab) Safety Study,AryoGen Pharmed Co.,Unknown,False,COMPLETED,2022-08-28,2023-09-01,https://clinicaltrials.gov/study/NCT06021379,2022-08-28,0
NCT04419779,Evaluation of the Efficacy and Safety of DMR Using the Revita® in Subjects With Inadequately Controlled Type 2 Diabetes,Fractyl Health Inc.,['NA'],False,RECRUITING,2025-06,2020-06-05,https://clinicaltrials.gov/study/NCT04419779,2025-06-01,0
NCT05202379,CC-42344 Safety Study in Healthy Participants,"Cocrystal Pharma, Inc.",['PHASE1'],False,COMPLETED,2023-03-29,2022-01-21,https://clinicaltrials.gov/study/NCT05202379,2023-03-29,0
NCT04505579,The Tether™ - Vertebral Body Tethering System Post Approval Study,ZimVie,Unknown,False,RECRUITING,2027-08-31,2020-08-10,https://clinicaltrials.gov/study/NCT04505579,2027-08-31,0
NCT03421379,A Study of Nasal Glucagon (LY900018) in Japanese Participants With Diabetes Mellitus,Eli Lilly and Company,['PHASE3'],True,COMPLETED,2018-08-20,2018-02-05,https://clinicaltrials.gov/study/NCT03421379,2018-08-20,0
NCT05065879,Evaluation of Immunogenicity and Safety of COVID-19 Vaccine (Produced in Beijing) in Patients With Hypertension and/or Diabetes,China National Biotec Group Company Limited,['PHASE4'],False,COMPLETED,2022-01-05,2021-10-04,https://clinicaltrials.gov/study/NCT05065879,2022-01-05,1
NCT02654379,Observational Study Evaluating Rituximab Use and Use of the Patient Alert Card in Participants Receiving Rituximab Infusion for a Non-Oncology Indication at Infusion Centers in Europe,Hoffmann-La Roche,Unknown,False,COMPLETED,2017-09-29,2016-01-13,https://clinicaltrials.gov/study/NCT02654379,2017-09-29,0
NCT04909879,Study of Allogeneic Adipose-Derived Mesenchymal Stem Cells for Non-COVID-19 Acute Respiratory Distress Syndrome,"Sorrento Therapeutics, Inc.",['PHASE2'],False,WITHDRAWN,2022-02,2021-06-02,https://clinicaltrials.gov/study/NCT04909879,2022-02-01,0
NCT03500679,A Study to Evaluate Safety and Immunogenicity of the ExPEC4V Clinical Trial Material After a Single Intramuscular Dose and a Second Dose 6 Months Later in Healthy Participants Aged 18 Years and Older,"Janssen Research & Development, LLC",['PHASE2'],True,COMPLETED,2018-11-05,2018-04-18,https://clinicaltrials.gov/study/NCT03500679,2018-11-05,0
NCT05938179,A Study of HS-10353 in Adult Participants With Major Depressive Disorder,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",['PHASE2'],False,NOT_YET_RECRUITING,2024-11-01,2023-07-10,https://clinicaltrials.gov/study/NCT05938179,2024-11-01,0
NCT03894579,Autologous Natural Killer Cells in Subjects With Plaque Psoriasis,"NKGen Biotech, Inc.",['PHASE1'],False,COMPLETED,2019-12-03,2019-03-28,https://clinicaltrials.gov/study/NCT03894579,2019-12-03,0
NCT02027779,Safety and Efficacy Extension Study of GreenGene™ F in Previously Treated Patients Diagnosed With Severe Hemophilia A,Green Cross Corporation,['PHASE3'],False,UNKNOWN,2015-12,2014-01-06,https://clinicaltrials.gov/study/NCT02027779,2015-12-01,0
NCT03569579,CKD-355 Drug-drug Interaction Study (CKD-355 DDI P1),Chong Kun Dang Pharmaceutical,['PHASE1'],False,COMPLETED,2018-05-21,2018-06-26,https://clinicaltrials.gov/study/NCT03569579,2018-05-21,0
NCT05784779,Phase Ib/II Study to Evaluate the Efficacy and Safety of GH509 Versus Placebo in Patients With NASH/NAFLD,"1Globe Biomedical Co., Ltd.","['PHASE1', 'PHASE2']",False,RECRUITING,2024-05-28,2023-03-27,https://clinicaltrials.gov/study/NCT05784779,2024-05-28,0
NCT03721679,Poly-ICLC (Hiltonol) and Anti-PD1 or Anti-PD-L1,"Oncovir, Inc.","['PHASE1', 'PHASE2']",False,TERMINATED,2021-01-26,2018-10-26,https://clinicaltrials.gov/study/NCT03721679,2021-01-26,0
NCT05394779,DEMETRA - ADVICE-002-2022,Advice Pharma Group srl,['NA'],False,COMPLETED,2023-12-18,2022-05-27,https://clinicaltrials.gov/study/NCT05394779,2023-12-18,0
NCT03724279,Crossing Atheroma or Thrombus With ByCross Device for Revascularization of Peripheral Arteries of Diameter ≥ 3mm,Taryag Medical Ltd.,['NA'],False,COMPLETED,2019-07-01,2018-10-30,https://clinicaltrials.gov/study/NCT03724279,2019-07-01,0
NCT04456179,Continuous Non-Invasive Blood Pressure System Data Collection in Comparison to Invasive Radial Arterial Pressure,Sensifree Ltd.,['NA'],False,COMPLETED,2020-02-06,2020-07-02,https://clinicaltrials.gov/study/NCT04456179,2020-02-06,0
NCT03044379,Dapivirine Gel Rectal Safety and PK Study,"International Partnership for Microbicides, Inc.",['PHASE1'],False,WITHDRAWN,2017-09,2017-02-07,https://clinicaltrials.gov/study/NCT03044379,2017-09-01,0
NCT05607979,Restoring Tissue and Evaluating Novel Treatments for Efficacy in Wounds,Lavior Pharma Inc.,"['PHASE2', 'PHASE3']",False,COMPLETED,2024-05-01,2022-11-07,https://clinicaltrials.gov/study/NCT05607979,2024-05-01,0
NCT03251079,PRECISION Study: Multi-center Study of Performance of a Novel Implanted CGM System Using a Next Generation Transmitter and Algorithm,"Senseonics, Inc.",['NA'],True,COMPLETED,2018-02-01,2017-08-16,https://clinicaltrials.gov/study/NCT03251079,2018-02-01,0
NCT02207179,Breast Cancer Margin Delineation Using Polarization Subtraction Imaging Technology,LumaMed,['EARLY_PHASE1'],False,UNKNOWN,2015-09,2014-08-04,https://clinicaltrials.gov/study/NCT02207179,2015-09-01,0
NCT03291379,Vandetanib-eluting Radiopaque Embolic Beads in Patients With Resectable Liver Malignancies,Boston Scientific Corporation,['EARLY_PHASE1'],True,COMPLETED,2019-08-03,2017-09-25,https://clinicaltrials.gov/study/NCT03291379,2019-08-03,0
NCT02666079,The LightPath® Breast Cancer Study,Lightpoint Medical Limited,['NA'],False,UNKNOWN,2018-11,2016-01-28,https://clinicaltrials.gov/study/NCT02666079,2018-11-01,0
NCT02380079,Dose-Escalation Study of SCD-101 in Sickle Cell Disease,"Invenux, LLC",['PHASE1'],False,ACTIVE_NOT_RECRUITING,2023-11,2015-03-05,https://clinicaltrials.gov/study/NCT02380079,2023-11-01,0
NCT05899179,Clinical Study of Recombinant Mycobacterium Tuberculosis Fusion Protein for 65-year-olds and Above,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",['PHASE3'],False,RECRUITING,2025-06-30,2023-06-12,https://clinicaltrials.gov/study/NCT05899179,2025-06-30,0
NCT06204679,Pharmacokinetics of Fixed-Dose Combination Tablet of Bemnifosbuvir and Ruzasvir,"Atea Pharmaceuticals, Inc.",['PHASE1'],False,COMPLETED,2024-08-25,2024-01-12,https://clinicaltrials.gov/study/NCT06204679,2024-08-25,0
NCT02040779,A 12-week Safety and Efficacy Study of Beclomethasone Dipropionate (80 and 160 mcg/Day) Delivered Via Breath-Actuated Inhaler (BAI) in Patients >=12 Years Old With Persistent Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",['PHASE3'],True,COMPLETED,2014-12-24,2014-01-20,https://clinicaltrials.gov/study/NCT02040779,2014-12-24,0
NCT05524779,BTL-785F Device for Non-invasive Reduction of Wrinkles and Overall Facial Improvement,BTL Industries Ltd.,['NA'],False,UNKNOWN,2023-04,2022-09-01,https://clinicaltrials.gov/study/NCT05524779,2023-04-01,0
NCT03698279,Safety and Immunogenicity of Different Dosages of High-Dose Quadrivalent Influenza Vaccine in Children 6 Months to 17 Years of Age,"Sanofi Pasteur, a Sanofi Company",['PHASE2'],True,COMPLETED,2019-10-16,2018-10-05,https://clinicaltrials.gov/study/NCT03698279,2019-10-16,0
NCT04103879,US Study of UM171-Expanded CB in Patients With High Risk Leukemia/Myelodysplasia,ExCellThera inc.,['PHASE2'],False,ACTIVE_NOT_RECRUITING,2026-02,2019-09-26,https://clinicaltrials.gov/study/NCT04103879,2026-02-01,0
NCT06283979,A Randomized Controlled Phase II Trial of STIMULAN VG vs Standard of Care (SoC) for the Treatment of Osteomyelitis Associated With Stage IV Pressure Ulcers.,Biocomposites Ltd,['PHASE2'],False,NOT_YET_RECRUITING,2024-12-01,2024-02-28,https://clinicaltrials.gov/study/NCT06283979,2024-12-01,0
NCT04939779,Trial to Evaluate Bioequivalence of LCB01-0371 in Different Batches,"LigaChem Biosciences, Inc.",['PHASE1'],False,COMPLETED,2021-01-24,2021-06-25,https://clinicaltrials.gov/study/NCT04939779,2021-01-24,0
NCT03180879,Ibuprofen Bioavailability Study,Reckitt Benckiser Healthcare (UK) Limited,['PHASE1'],False,COMPLETED,2017-06-13,2017-06-08,https://clinicaltrials.gov/study/NCT03180879,2017-06-13,0
NCT05110079,Revascularization of Total or Sub-total Occluded Peripheral Arteries With ByCross® Device. Post Market Clinical Followup,Taryag Medical Ltd.,Unknown,False,UNKNOWN,2022-12-31,2021-11-05,https://clinicaltrials.gov/study/NCT05110079,2022-12-31,0
NCT02494479,Efficacy and Safety of Prurisol Administered Orally for Active Mild to Moderate Chronic Plaque Psoriasis,Cellceutix Corporation,['PHASE2'],False,COMPLETED,2016-04,2015-07-10,https://clinicaltrials.gov/study/NCT02494479,2016-04-01,0
NCT04025879,"A Study of Neoadjuvant Chemotherapy Plus Nivolumab Versus Neoadjuvant Chemotherapy Plus Placebo, Followed by Surgical Removal and Adjuvant Treatment With Nivolumab or Placebo for Participants With Surgically Removable Early Stage Non-small Cell Lung Cancer",Bristol-Myers Squibb,['PHASE3'],True,ACTIVE_NOT_RECRUITING,2023-07-26,2019-07-19,https://clinicaltrials.gov/study/NCT04025879,2023-07-26,0
NCT04877379,VNRX-7145 Drug-Drug Interaction in Healthy Adult Volunteers,"Venatorx Pharmaceuticals, Inc.",['PHASE1'],False,COMPLETED,2021-11-10,2021-05-07,https://clinicaltrials.gov/study/NCT04877379,2021-11-10,0
NCT04944979,"Clinical Assessment of Pharmacokinetics, Efficacy, and Safety of 10% IVIg in Pediatric PID Patients (KIDCARES10)",Kedrion S.p.A.,['PHASE3'],False,RECRUITING,2026-04-30,2021-06-30,https://clinicaltrials.gov/study/NCT04944979,2026-04-30,0
NCT04469179,"Safety, Tolerability, and Pharmacokinetics of SAB-185 in Ambulatory Participants With COVID-19","SAb Biotherapeutics, Inc.",['PHASE1'],False,UNKNOWN,2021-02-25,2020-07-13,https://clinicaltrials.gov/study/NCT04469179,2021-02-25,0
NCT03260179,"Study to Evaluate the Safety, Preliminary Efficacy and Pharmacokinetics of 3810","Haihe Biopharma Co., Ltd.",['PHASE1'],False,UNKNOWN,2019-01-31,2017-08-24,https://clinicaltrials.gov/study/NCT03260179,2019-01-31,0
NCT01610479,A Study of TAS-114 in Combination With S-1 in Patients With Advanced Solid Tumors,"Taiho Pharmaceutical Co., Ltd.",['PHASE1'],False,COMPLETED,2017-02,2012-06-04,https://clinicaltrials.gov/study/NCT01610479,2017-02-01,0
NCT03192579,Effect of Rosuvastatin and Eicosapentaenoic Acid on Neoatherosclerosis: The LINK-IT Trial,Kobe University,['PHASE4'],False,COMPLETED,2017-06-02,2017-06-20,https://clinicaltrials.gov/study/NCT03192579,2017-06-02,1
NCT04040179,A Volunteer Study to Collect Imaging Data for the Development of the ntelligentUltrasound Anatomy Guide,Medaphor Limited,Unknown,False,COMPLETED,2019-09-30,2019-07-31,https://clinicaltrials.gov/study/NCT04040179,2019-09-30,0
NCT03776279,A Study of Liposome-entrapped Mitoxantrone Hydrochloride Injection in Relapsed/Refractory Peripheral T-cell Lymphoma and NK/T-cell Lymphoma,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",['PHASE2'],False,UNKNOWN,2020-12-30,2018-12-14,https://clinicaltrials.gov/study/NCT03776279,2020-12-30,0
NCT05353179,Study on Pharmacokinetics of Meperizumab Injection and NUCALA® in Healthy Male Volunteers,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",['EARLY_PHASE1'],False,UNKNOWN,2022-10,2022-04-29,https://clinicaltrials.gov/study/NCT05353179,2022-10-01,0
NCT01174979,Caroverin and Inner Ear Diseases,Phafag AG,['PHASE3'],False,SUSPENDED,2015-08,2010-08-04,https://clinicaltrials.gov/study/NCT01174979,2015-08-01,0
NCT06343779,Study of Oral Deucrictibant Soft Capsule for On-Demand Treatment of Angioedema Attacks in Adolescents and Adults With Hereditary Angioedema,Pharvaris Netherlands B.V.,['PHASE3'],False,RECRUITING,2026-03,2024-04-03,https://clinicaltrials.gov/study/NCT06343779,2026-03-01,0
NCT02897479,A Phase II Study of HMPL-504 in Lung Sarcomatoid Carcinoma and Other Non-small Cell Lung Cancer,Hutchison Medipharma Limited,['PHASE2'],False,UNKNOWN,2021-12-30,2016-09-13,https://clinicaltrials.gov/study/NCT02897479,2021-12-30,0
NCT03148379,Single-use Efficiency Instruments With Patient Specific Technique (MyKnee®) Versus Traditional Metal Instruments With Conventional Surgical Technique,Medacta USA,['NA'],True,COMPLETED,2022-03-30,2017-05-11,https://clinicaltrials.gov/study/NCT03148379,2022-03-30,0
NCT05089279,Study to Evaluate the Safety and Pharmacokinetics of CKD-349 in Healthy Adult Volunteers,Chong Kun Dang Pharmaceutical,['PHASE1'],False,COMPLETED,2022-01-18,2021-10-22,https://clinicaltrials.gov/study/NCT05089279,2022-01-18,0
NCT02537379,Use-Results Surveillance Study of Sovaldi® Plus Copegus® in Japanese Patients With Chronic Genotype 2 Hepatitis C Virus Infection,Gilead Sciences,Unknown,False,COMPLETED,2017-06-05,2015-09-01,https://clinicaltrials.gov/study/NCT02537379,2017-06-05,0
NCT05145179,"A Study to Evaluate Safety, Tolerability, Pharmacokinetics and Potential Anti-tumor Effects of SSGJ-705 in Patients With Advanced or Metastatic HER2-expressing Solid Tumors","Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.",['PHASE1'],False,UNKNOWN,2023-12-01,2021-12-06,https://clinicaltrials.gov/study/NCT05145179,2023-12-01,0
NCT03928379,A Study of LY3305677 in Participants With Type 2 Diabetes,Eli Lilly and Company,['PHASE1'],False,COMPLETED,2021-07-08,2019-04-26,https://clinicaltrials.gov/study/NCT03928379,2021-07-08,0
NCT03105479,Comparison of Cadazolid Versus Vancomycin in Children With Clostridium Difficile-associated Diarrhea (CDAD),Actelion,"['PHASE2', 'PHASE3']",True,TERMINATED,2018-04-17,2017-04-10,https://clinicaltrials.gov/study/NCT03105479,2018-04-17,0
NCT04102579,"Efficacy, Safety, and Tolerability of Valbenazine for the Treatment of Chorea Associated With Huntington Disease",Neurocrine Biosciences,['PHASE3'],True,COMPLETED,2021-10-15,2019-09-25,https://clinicaltrials.gov/study/NCT04102579,2021-10-15,0
NCT04002479,Alpha Radiation Emitters Device for the Treatment of Advanced Pancreatic Cancer,Alpha Tau Medical LTD.,['NA'],False,RECRUITING,2025-10,2019-06-28,https://clinicaltrials.gov/study/NCT04002479,2025-10-01,0
NCT05529979,Epione® Post-Market Clinical Follow-up Study,Quantum Surgical,Unknown,False,ACTIVE_NOT_RECRUITING,2023-02-22,2022-09-07,https://clinicaltrials.gov/study/NCT05529979,2023-02-22,0
NCT05037279,Evaluating Safety and Efficacy of Verity-BCG in BCG-naïve Patients With Intermediate and High-risk Non-muscle Invasive Bladder (NMIBC),Verity Pharmaceuticals Inc.,['PHASE3'],False,NOT_YET_RECRUITING,2025-12-30,2021-09-08,https://clinicaltrials.gov/study/NCT05037279,2025-12-30,0
NCT06211179,A Study to Assess the Relative Bioavailability of 5 mg Mavacamten Opened Capsule Administered Via Nasogastric Tube Compared to Intact Oral 5 mg Mavacamten in Healthy Participants,Bristol-Myers Squibb,['PHASE1'],False,COMPLETED,2024-06-13,2024-01-18,https://clinicaltrials.gov/study/NCT06211179,2024-06-13,0
NCT01810679,Perceval S Aortic Heart Valve Study- North America,"Sorin Group USA, Inc.",['NA'],False,TERMINATED,2016-02,2013-03-13,https://clinicaltrials.gov/study/NCT01810679,2016-02-01,0
NCT03438279,Survival Study for Participants Treated With Ipilimumab-Nivolumab Combination Therapy,Bristol-Myers Squibb,Unknown,False,COMPLETED,2017-12-28,2018-02-19,https://clinicaltrials.gov/study/NCT03438279,2017-12-28,0
NCT06174779,A Study to Evaluate Efficacy and Safety of HM11260C in Adult Obesity Patients Without Diabetes Mellitus,Hanmi Pharmaceutical Company Limited,['PHASE3'],False,RECRUITING,2025-12-31,2023-12-18,https://clinicaltrials.gov/study/NCT06174779,2025-12-31,0
NCT03699579,Pharmaco-Economic Study of Treatment Options in Patients With Advanced RCC,Ipsen,Unknown,False,COMPLETED,2019-06-23,2018-10-09,https://clinicaltrials.gov/study/NCT03699579,2019-06-23,0
NCT06047379,"Safety and Efficacy of NEO212 in Patients with Astrocytoma IDH-mutant, Glioblastoma IDH-wildtype or Brain Metastasis","Neonc Technologies, Inc.","['PHASE1', 'PHASE2']",False,RECRUITING,2026-02-28,2023-09-21,https://clinicaltrials.gov/study/NCT06047379,2026-02-28,0
NCT05870579,"[177Lu]Lu-NeoB in Combination With Ribociclib and Fulvestrant in Participants With ER+, HER2- and GRPR+ Advanced Breast Cancer",Novartis Pharmaceuticals,['PHASE1'],False,RECRUITING,2026-12-30,2023-05-23,https://clinicaltrials.gov/study/NCT05870579,2026-12-30,0
NCT05537779,Safety and Performance of Optivantage Multi-use When Injecting Contrast Media for Contrast Enhanced CT Examination,Guerbet,Unknown,False,UNKNOWN,2022-12,2022-09-13,https://clinicaltrials.gov/study/NCT05537779,2022-12-01,0
NCT04393779,Observational Registry on the HARPOON Device,Edwards Lifesciences,['NA'],True,TERMINATED,2022-11-17,2020-05-19,https://clinicaltrials.gov/study/NCT04393779,2022-11-17,0
NCT04653779,A Clinical Trial to Evaluate the Preference Regarding Convenience of Medication and Efficacy/Safety of SUGAMET®XR Tablet 5/1000mg,"Dong-A ST Co., Ltd.",['PHASE4'],False,UNKNOWN,2021-05,2020-12-04,https://clinicaltrials.gov/study/NCT04653779,2021-05-01,1
